,a/c,a/t,c/b,phi,F,Mg
16696,1.7,0.7,0.15,0.15178,0.9222,0.91667
6419,0.55,0.3,0.2,2.10679,1.07477,1.12172
1715,0.25,0.8,0.3,2.09464,1.73108,1.76788
17464,1.8,0.8,0.05,1.95607,0.61765,0.77268
3351,0.35,0.7,0.15,1.80316,1.4468,1.44989
17255,1.8,0.6,0.01,2.09514,0.64089,0.76917
4033,0.4,0.6,0.01,0.16274,1.06639,1.63249
7602,0.6,0.6,0.05,0.04041,1.1995,1.54599
12359,1.1,0.7,0.15,1.65169,0.98904,1.02687
7767,0.6,0.7,0.1,2.69152,1.17794,1.40825
18540,2.0,0.5,0.01,2.70684,0.72451,0.75081
13941,1.3,0.8,0.2,2.70209,1.03795,1.03711
14357,1.4,0.5,0.2,2.09898,0.80662,0.89257
16322,1.7,0.4,0.01,0.75541,0.72347,0.79303
4818,0.45,0.5,0.01,1.3428,1.22536,1.23813
10505,0.9,0.4,0.01,0.74554,1.07516,1.10462
4900,0.45,0.5,0.2,1.05458,1.20174,1.25275
14706,1.5,0.2,0.05,0.88048,0.76059,0.84051
5563,0.5,0.3,0.3,2.84647,0.92295,1.21289
3120,0.35,0.5,0.2,1.79966,1.3129,1.31174
18033,1.9,0.6,0.2,2.24739,0.66404,0.75607
3178,0.35,0.6,0.05,1.04085,1.33118,1.4171
11291,1.0,0.4,0.1,2.10809,1.07714,1.07448
1370,0.25,0.6,0.05,0.75814,1.34996,1.59935
11098,1.0,0.2,0.15,1.48864,1.04462,1.04172
10827,0.9,0.7,0.01,1.80343,1.11786,1.12065
7743,0.6,0.7,0.05,2.23835,1.20379,1.29013
2966,0.35,0.4,0.15,0.76692,1.0845,1.25517
999,0.25,0.3,0.05,1.80565,1.20224,1.21744
14854,1.5,0.3,0.15,1.04703,0.74312,0.84674
7085,0.6,0.2,0.01,1.24455,1.06586,1.08412
7172,0.6,0.2,0.2,1.61657,1.08585,1.08085
4926,0.45,0.5,0.3,1.79803,1.25439,1.23206
14805,1.5,0.3,0.05,0.01804,0.93724,0.93685
9730,0.8,0.3,0.15,1.04694,1.05715,1.07789
1397,0.25,0.6,0.1,1.64919,1.55718,1.55365
240,0.2,0.4,0.01,1.35308,1.35873,1.37435
12625,1.2,0.3,0.05,0.60537,0.95173,0.9764
7387,0.6,0.4,0.1,2.38293,1.05546,1.16683
14293,1.4,0.5,0.05,1.95697,0.77267,0.88483
16181,1.7,0.2,0.1,1.65703,0.6066,0.78719
10639,0.9,0.5,0.05,1.95192,1.09707,1.10355
8469,0.65,0.6,0.01,0.89319,1.14881,1.22514
18097,1.9,0.7,0.1,2.39837,0.69572,0.76596
623,0.2,0.7,0.05,2.10004,1.72909,1.85276
13667,1.3,0.6,0.05,2.54976,0.94119,0.97282
5922,0.5,0.6,0.3,0.04459,1.17745,1.60699
6033,0.5,0.7,0.2,0.89004,1.26821,1.36106
1753,0.3,0.2,0.05,1.49375,1.12668,1.12786
8782,0.65,0.8,0.15,0.59253,1.2301,1.38062
1997,0.3,0.4,0.01,0.28995,0.86847,1.36389
15484,1.6,0.2,0.15,1.02675,0.70578,0.81584
370,0.2,0.5,0.05,1.95507,1.4666,1.51954
17841,1.9,0.4,0.2,1.78703,0.56254,0.74627
514,0.2,0.6,0.1,1.49706,1.67923,1.6752
18794,2.0,0.7,0.1,3.0047,0.82964,0.82896
15110,1.5,0.6,0.01,1.64986,0.69039,0.84388
11115,1.0,0.2,0.2,0.89989,1.06459,1.05933
10157,0.8,0.7,0.15,2.09686,1.15853,1.17488
15266,1.5,0.7,0.1,2.99791,1.00083,0.99936
9952,0.8,0.5,0.15,2.84794,1.12414,1.23381
480,0.2,0.6,0.01,2.70179,1.15597,1.69948
7207,0.6,0.3,0.01,0.57098,0.98817,1.14905
5722,0.5,0.5,0.05,1.48784,1.21054,1.21117
6570,0.55,0.4,0.3,2.67387,1.01333,1.21352
11262,1.0,0.4,0.05,0.89625,1.08087,1.0802
6020,0.5,0.7,0.15,2.11135,1.27385,1.33325
1245,0.25,0.5,0.05,0.90704,1.29149,1.44048
7765,0.6,0.7,0.1,2.41038,1.19036,1.32234
13084,1.2,0.7,0.2,0.15074,1.18345,1.16496
12231,1.1,0.6,0.1,1.3522,0.97987,1.02138
835,0.25,0.2,0.01,2.37985,0.97232,1.15108
4970,0.45,0.6,0.05,2.09347,1.24883,1.31873
502,0.2,0.6,0.05,2.84282,1.04804,1.76744
7799,0.6,0.7,0.2,1.21124,1.23444,1.23835
11058,1.0,0.2,0.05,1.81597,1.04302,1.0427
12978,1.2,0.6,0.2,0.00674,1.15796,1.14078
18764,2.0,0.7,0.05,1.64323,0.51409,0.72342
17491,1.8,0.8,0.1,2.85314,0.84897,0.85702
9613,0.8,0.2,0.1,2.40174,1.01988,1.07584
18230,2.0,0.2,0.01,0.28385,0.74321,0.75455
5796,0.5,0.5,0.3,0.05508,1.08089,1.48262
13444,1.3,0.4,0.05,0.60659,0.91121,0.94364
1607,0.25,0.8,0.01,1.65179,1.67062,1.67311
16774,1.7,0.8,0.1,2.40201,0.76133,0.82736
10739,0.9,0.6,0.05,1.19792,1.10734,1.1134
4620,0.45,0.3,0.15,0.08038,0.90185,1.33043
1152,0.25,0.4,0.1,2.71237,0.91471,1.32504
447,0.2,0.5,0.3,0.9027,1.36345,1.48678
10485,0.9,0.3,0.2,0.90198,1.06264,1.07496
12396,1.1,0.8,0.01,0.89828,1.04201,1.07162
18802,2.0,0.7,0.15,1.04407,0.59967,0.72932
5836,0.5,0.6,0.01,2.85545,1.0856,1.45513
11893,1.1,0.3,0.05,1.06188,0.96799,1.0025
15112,1.5,0.6,0.01,1.94953,0.72292,0.85112
15144,1.5,0.6,0.1,0.45317,0.88482,0.90671
10651,0.9,0.5,0.1,0.60653,1.11175,1.14701
6093,0.5,0.8,0.05,0.45851,1.2439,1.5652
8252,0.65,0.4,0.05,3.0042,1.04842,1.2914
13035,1.2,0.7,0.05,2.24472,0.9545,1.00398
18041,1.9,0.7,0.01,0.30342,0.79854,0.81194
4654,0.45,0.3,0.2,1.96654,1.10697,1.13397
13854,1.3,0.8,0.01,2.2535,0.89691,0.96239
10784,0.9,0.6,0.15,1.64893,1.11305,1.10409
18657,2.0,0.6,0.05,1.3552,0.52415,0.71713
8155,0.65,0.3,0.15,1.07692,1.0721,1.10539
9720,0.8,0.3,0.1,2.70198,1.0349,1.12724
922,0.25,0.2,0.2,2.88574,0.74234,1.24848
15249,1.5,0.7,0.1,0.45332,0.89961,0.92131
7801,0.6,0.7,0.2,1.50005,1.24146,1.22093
17199,1.8,0.5,0.15,0.01438,0.85975,0.85381
9212,0.7,0.5,0.15,2.0951,1.12148,1.15242
4147,0.4,0.6,0.3,1.49183,1.36707,1.323
9167,0.7,0.5,0.05,1.65166,1.13452,1.13459
13367,1.3,0.3,0.1,1.64564,0.79798,0.90728
6370,0.55,0.3,0.1,1.03408,1.07029,1.12346
12929,1.2,0.6,0.05,2.09759,0.92261,0.98346
2816,0.35,0.3,0.1,0.27537,0.83285,1.26353
8458,0.65,0.5,0.3,2.3799,1.11962,1.19094
13740,1.3,0.7,0.01,0.90036,0.88247,0.94845
17291,1.8,0.6,0.1,1.20011,0.61271,0.76789
14635,1.4,0.8,0.1,2.85415,1.01648,1.02167
8425,0.65,0.5,0.2,0.61102,1.09039,1.21728
18018,1.9,0.6,0.2,0.01371,0.84988,0.83729
11302,1.0,0.4,0.15,0.60552,1.10916,1.103
6057,0.5,0.7,0.3,1.33818,1.32487,1.28604
10434,0.9,0.3,0.05,2.70958,1.06766,1.11362
762,0.2,0.8,0.15,0.89771,1.82511,2.02828
16753,1.7,0.8,0.05,2.40201,0.757,0.82572
7359,0.6,0.4,0.05,1.36255,1.12966,1.13682
6192,0.5,0.8,0.3,2.71605,1.28692,1.56799
12621,1.2,0.3,0.05,0.01455,1.06964,1.06916
10234,0.8,0.8,0.1,1.04795,1.1665,1.18835
16276,1.7,0.3,0.15,0.15155,0.8671,0.86674
14145,1.4,0.3,0.2,1.81369,0.75755,0.87776
17405,1.8,0.7,0.1,2.54791,0.75965,0.8039
12610,1.2,0.3,0.01,1.50231,0.85709,0.93839
10697,0.9,0.5,0.2,1.2014,1.10503,1.09823
14575,1.4,0.8,0.01,0.14944,1.06571,1.06857
2164,0.3,0.5,0.1,0.13887,0.92883,1.61736
14905,1.5,0.4,0.01,2.40503,0.79714,0.85676
15002,1.5,0.5,0.01,1.19883,0.71908,0.84765
5475,0.5,0.3,0.05,2.25939,1.04381,1.1418
8152,0.65,0.3,0.15,0.56582,1.00557,1.14332
11049,1.0,0.2,0.05,0.44175,1.09073,1.09039
11584,1.0,0.7,0.05,1.94831,1.10466,1.10347
16283,1.7,0.3,0.15,1.19142,0.64338,0.78859
17849,1.9,0.4,0.2,2.99644,0.83376,0.82867
16934,1.8,0.3,0.01,1.19107,0.60227,0.75559
2115,0.3,0.4,0.3,2.23983,1.16489,1.26846
17813,1.9,0.4,0.15,0.75486,0.68196,0.75224
16744,1.7,0.8,0.05,1.04883,0.68103,0.80545
5053,0.45,0.6,0.3,1.9528,1.29976,1.29365
13139,1.2,0.8,0.05,2.09598,0.93769,0.99936
17411,1.8,0.7,0.15,0.3046,0.83784,0.84311
7950,0.6,0.8,0.3,1.80488,1.28601,1.23925
3903,0.4,0.4,0.3,2.71122,0.95714,1.25799
2262,0.3,0.6,0.01,2.2558,1.33747,1.49778
12281,1.1,0.6,0.2,2.55074,1.08964,1.08843
10725,0.9,0.6,0.01,2.25232,1.11861,1.14071
2095,0.3,0.4,0.2,2.403,1.09697,1.29004
4954,0.45,0.6,0.01,2.84598,1.07193,1.48674
1384,0.25,0.6,0.05,2.85275,1.04469,1.71069
6047,0.5,0.7,0.2,3.01227,1.21967,1.67449
12066,1.1,0.4,0.2,1.80789,0.97474,1.0093
9065,0.7,0.4,0.05,2.09476,1.08739,1.12447
9665,0.8,0.3,0.01,0.75491,1.0306,1.08665
17626,1.9,0.2,0.2,1.0608,0.61683,0.74969
10247,0.8,0.8,0.1,3.00133,1.34187,1.48877
9115,0.7,0.4,0.2,0.14295,1.06197,1.2502
1343,0.25,0.5,0.3,2.9968,0.89354,1.62313
4665,0.45,0.3,0.3,0.41281,0.91758,1.18965
4933,0.45,0.5,0.3,2.86618,1.01279,1.37681
9098,0.7,0.4,0.15,0.75076,1.05588,1.137
1111,0.25,0.4,0.01,2.86124,0.8449,1.39571
722,0.2,0.8,0.05,1.2046,1.86412,1.92397
8098,0.65,0.3,0.01,1.98517,1.07431,1.10101
18487,2.0,0.4,0.15,1.05946,0.58903,0.72352
18587,2.0,0.5,0.15,0.30598,0.7646,0.77279
7969,0.65,0.2,0.01,1.52453,1.07652,1.07684
16188,1.7,0.2,0.1,2.71437,0.79067,0.81356
6830,0.55,0.7,0.01,0.7381,1.19897,1.35204
18131,1.9,0.7,0.2,1.20362,0.59328,0.74743
18045,1.9,0.7,0.01,0.90187,0.6487,0.75152
9859,0.8,0.4,0.2,1.49619,1.10103,1.09069
3416,0.35,0.8,0.01,2.09155,1.45639,1.54827
1341,0.25,0.5,0.3,2.69851,1.01896,1.42295
7322,0.6,0.3,0.3,2.10834,1.08027,1.11214
10608,0.9,0.5,0.01,0.4457,1.12135,1.16943
16499,1.7,0.5,0.15,2.10431,0.67911,0.79602
500,0.2,0.6,0.05,2.54808,1.27736,1.67091
7175,0.6,0.2,0.2,2.09139,1.04946,1.09026
12688,1.2,0.3,0.2,0.60537,0.96557,0.98371
18415,2.0,0.3,0.2,2.85403,0.76588,0.77212
15355,1.5,0.8,0.1,0.60339,0.87105,0.91052
7618,0.6,0.6,0.05,2.4173,1.1379,1.27054
4936,0.45,0.6,0.01,0.15112,1.08665,1.58557
18747,2.0,0.7,0.01,2.24994,0.62989,0.73277
11961,1.1,0.3,0.2,1.80729,0.96526,1.00199
285,0.2,0.4,0.1,1.80547,1.35613,1.37093
1137,0.25,0.4,0.1,0.42838,0.9134,1.32402
13116,1.2,0.8,0.01,1.805,0.8969,0.97672
3959,0.4,0.5,0.1,1.63988,1.27555,1.27289
8468,0.65,0.6,0.01,0.76455,1.13505,1.24121
8938,0.7,0.3,0.01,1.95673,1.06131,1.08138
7687,0.6,0.6,0.3,0.14326,1.17458,1.45259
15497,1.6,0.2,0.15,2.98807,0.89144,0.89216
10053,0.8,0.6,0.15,2.24982,1.13214,1.16652
16514,1.7,0.5,0.2,1.19399,0.65197,0.79307
10561,0.9,0.4,0.1,2.85418,1.12124,1.17348
717,0.2,0.8,0.05,0.44837,1.48199,2.16025
16484,1.7,0.5,0.1,2.99604,0.88534,0.88567
17758,1.9,0.4,0.01,1.93763,0.57642,0.73905
18557,2.0,0.5,0.05,2.10765,0.59158,0.72327
17081,1.8,0.4,0.1,1.20321,0.60793,0.76354
276,0.2,0.4,0.1,0.45744,0.94498,1.36528
7033,0.55,0.8,0.15,2.83479,1.25598,1.59668
2762,0.35,0.2,0.5,1.6605,1.14554,1.11198
9964,0.8,0.5,0.2,1.50026,1.12235,1.10897
15481,1.6,0.2,0.15,0.61123,0.78845,0.83155
17810,1.9,0.4,0.15,0.29273,0.78253,0.79036
4782,0.45,0.4,0.2,2.2431,1.10805,1.20344
9066,0.7,0.4,0.05,2.25297,1.06328,1.12455
3887,0.4,0.4,0.3,0.29595,0.92028,1.29723
6242,0.55,0.2,0.1,0.73305,0.98438,1.11031
11384,1.0,0.5,0.1,0.30457,1.1926,1.18892
17452,1.8,0.8,0.05,0.15157,0.8936,0.89605
17474,1.8,0.8,0.1,0.29633,0.84598,0.85469
12400,1.1,0.8,0.01,1.49922,0.97826,1.02568
15305,1.5,0.7,0.2,2.55002,0.87747,0.90414
1878,0.3,0.3,0.01,1.35742,1.17566,1.18795
16778,1.7,0.8,0.1,2.99801,0.93777,0.93629
15361,1.5,0.8,0.1,1.49724,0.69789,0.84909
956,0.25,0.2,0.5,1.63016,1.15791,1.12293
13142,1.2,0.8,0.05,2.54561,1.03478,1.05999
1575,0.25,0.7,0.3,0.06677,1.05152,1.98836
18169,1.9,0.8,0.1,0.59832,0.73801,0.78379
7057,0.55,0.8,0.3,0.15116,1.33878,1.70258
18759,2.0,0.7,0.05,0.90432,0.62747,0.73232
18288,2.0,0.2,0.1,2.68256,0.71229,0.74031
2281,0.3,0.6,0.05,1.94426,1.42714,1.4726
6161,0.5,0.8,0.2,1.21113,1.31983,1.32561
16374,1.7,0.4,0.1,2.24188,0.69953,0.79322
848,0.25,0.2,0.05,1.18523,1.10287,1.14245
16998,1.8,0.3,0.15,1.34247,0.58812,0.7647
10920,0.9,0.8,0.01,0.00834,1.41498,1.49144
18165,1.9,0.8,0.1,0.01138,0.85985,0.85562
1775,0.3,0.2,0.1,1.6475,1.1254,1.12552
4776,0.45,0.4,0.2,1.33353,1.18279,1.18436
4026,0.4,0.5,0.3,2.2336,1.20443,1.28842
6174,0.5,0.8,0.3,0.03783,1.40145,1.89121
11813,1.1,0.2,0.1,1.66147,0.94386,0.98828
6670,0.55,0.5,0.2,1.96225,1.17951,1.19653
13172,1.2,0.8,0.15,0.75248,1.0118,1.03982
10880,0.9,0.7,0.15,0.29707,1.24887,1.29714
2130,0.3,0.5,0.01,1.33987,1.35151,1.36807
6663,0.55,0.5,0.2,0.89579,1.14134,1.22049
2429,0.3,0.7,0.1,2.09981,1.48712,1.58159
13607,1.3,0.5,0.15,2.99969,1.05314,1.04797
2218,0.3,0.5,0.2,1.94577,1.33801,1.36518
2605,0.3,0.8,0.3,0.14389,1.32279,2.20056
11825,1.1,0.2,0.15,0.30667,1.0566,1.05787
11944,1.1,0.3,0.15,2.39186,1.00191,1.01892
751,0.2,0.8,0.1,2.40173,1.74104,2.08534
3576,0.4,0.2,0.1,0.89926,1.01578,1.11935
341,0.2,0.5,0.01,0.7587,1.26313,1.50633
4260,0.4,0.7,0.2,2.69719,1.202,1.57634
18648,2.0,0.6,0.05,0.01368,0.80521,0.80449
10877,0.9,0.7,0.1,3.00075,1.31256,1.37599
10984,0.9,0.8,0.15,0.15114,1.37235,1.4286
16806,1.7,0.8,0.2,0.8974,0.73341,0.81668
6106,0.5,0.8,0.05,2.39343,1.27706,1.45099
16000,1.6,0.7,0.1,2.85201,0.90633,0.91399
14401,1.4,0.6,0.05,2.40123,0.86084,0.916
1655,0.25,0.8,0.1,2.55665,1.49569,1.9373
4979,0.45,0.6,0.1,0.29485,1.07797,1.4901
18541,2.0,0.5,0.01,2.84859,0.75744,0.76975
10676,0.9,0.5,0.15,1.2014,1.0991,1.09833
6398,0.55,0.3,0.15,2.10679,1.07166,1.12213
8121,0.65,0.3,0.05,2.22672,1.04928,1.11416
16233,1.7,0.3,0.05,0.01996,0.8721,0.87175
5520,0.5,0.3,0.15,2.65912,0.94526,1.17533
14441,1.4,0.6,0.15,2.10641,0.80863,0.89731
16175,1.7,0.2,0.1,0.7656,0.72271,0.79315
3691,0.4,0.3,0.05,2.38343,1.01044,1.16901
192,0.2,0.3,0.15,0.46193,0.8722,1.25328
16834,1.8,0.2,0.01,1.92891,0.60036,0.75796
14537,1.4,0.7,0.15,0.74609,0.87756,0.9264
15863,1.6,0.6,0.05,1.20463,0.68077,0.82199
2408,0.3,0.7,0.05,2.09981,1.48374,1.58313
16666,1.7,0.7,0.05,1.94755,0.6448,0.79332
3573,0.4,0.2,0.1,0.39993,0.85335,1.1641
14673,1.4,0.8,0.2,2.25027,0.86158,0.92209
8037,0.65,0.2,0.15,2.30083,1.02178,1.09744
9967,0.8,0.5,0.2,1.94786,1.11902,1.1191
13622,1.3,0.5,0.2,2.10597,0.8617,0.93112
11341,1.0,0.5,0.01,0.15496,1.22528,1.22524
4807,0.45,0.4,0.3,2.85663,0.94442,1.28632
12628,1.2,0.3,0.05,1.04973,0.89543,0.9554
16355,1.7,0.4,0.05,2.54069,0.76169,0.80719
1468,0.25,0.6,0.3,2.85275,1.05866,1.67704
1931,0.3,0.3,0.1,2.96005,0.79059,1.3417
6842,0.55,0.7,0.01,2.53862,1.18331,1.38888
14960,1.5,0.4,0.15,1.21008,0.72097,0.8469
15622,1.6,0.3,0.2,2.84993,0.86731,0.87208
7655,0.6,0.6,0.15,1.65408,1.2106,1.20184
15157,1.5,0.6,0.1,2.40183,0.8195,0.87807
2085,0.3,0.4,0.2,0.90136,1.15772,1.27682
14739,1.5,0.2,0.1,2.71108,0.85169,0.87256
8661,0.65,0.7,0.15,1.33761,1.20965,1.2073
13810,1.3,0.7,0.15,1.9478,0.84878,0.93716
13230,1.3,0.2,0.05,0.02423,1.01499,1.01474
9742,0.8,0.3,0.15,2.85681,1.04649,1.15255
17151,1.8,0.5,0.01,2.24472,0.67157,0.77022
9491,0.7,0.8,0.05,2.99968,1.31333,1.55974
14909,1.5,0.4,0.01,2.99599,0.93675,0.93949
10258,0.8,0.8,0.15,1.49829,1.15756,1.14522
14691,1.5,0.2,0.01,1.78599,0.69169,0.83547
14915,1.5,0.4,0.05,0.75591,0.79485,0.85687
11386,1.0,0.5,0.1,0.60197,1.1317,1.12821
5271,0.45,0.8,0.2,0.04107,1.36074,1.98501
16160,1.7,0.2,0.05,1.65703,0.60489,0.7857
1691,0.25,0.8,0.2,1.65179,1.70376,1.67259
12534,1.2,0.2,0.05,2.70292,0.9733,0.98689
8280,0.65,0.4,0.15,0.87821,1.0796,1.14813
518,0.2,0.6,0.1,2.09641,1.57132,1.67761
16596,1.7,0.6,0.15,0.89307,0.71417,0.80364
16629,1.7,0.6,0.2,2.70077,0.82885,0.84284
7279,0.6,0.3,0.15,1.97648,1.08406,1.10826
4251,0.4,0.7,0.2,1.3508,1.39335,1.38326
17364,1.8,0.7,0.01,2.70087,0.78904,0.81598
18465,2.0,0.4,0.1,0.90866,0.62199,0.72599
10480,0.9,0.3,0.2,0.14366,1.13085,1.18177
14972,1.5,0.4,0.15,2.99599,0.94534,0.94286
4507,0.45,0.2,0.2,1.97755,1.07145,1.1023
1046,0.25,0.3,0.15,2.52788,0.96123,1.2245
4694,0.45,0.4,0.01,1.66088,1.18386,1.18575
10601,0.9,0.4,0.2,2.5477,1.09108,1.11873
16137,1.7,0.2,0.01,1.37358,0.60282,0.77233
15072,1.5,0.5,0.15,2.24962,0.7803,0.85858
5076,0.45,0.7,0.01,2.26248,1.2783,1.40994
14263,1.4,0.5,0.01,0.60707,0.87387,0.91261
13377,1.3,0.3,0.15,0.01573,1.02561,1.02136
12677,1.2,0.3,0.15,2.09106,0.90047,0.95728
11051,1.0,0.2,0.05,0.7361,1.06304,1.06271
2836,0.35,0.3,0.15,0.18955,0.82448,1.31139
11770,1.1,0.2,0.01,1.51614,0.94076,0.98651
2910,0.35,0.4,0.01,1.7966,1.2209,1.23468
13360,1.3,0.3,0.1,0.60284,0.9047,0.93535
9101,0.7,0.4,0.15,1.19834,1.09871,1.11187
17780,1.9,0.4,0.05,2.09722,0.61073,0.74132
5744,0.5,0.5,0.1,1.65338,1.21606,1.21386
6279,0.55,0.2,0.2,0.11067,0.94093,1.25376
15366,1.5,0.8,0.1,2.2499,0.7961,0.87768
17057,1.8,0.4,0.05,0.75514,0.70062,0.77242
6508,0.55,0.4,0.1,2.8745,0.97908,1.26879
7567,0.6,0.5,0.3,1.04362,1.16351,1.18215
17737,1.9,0.3,0.2,1.95459,0.58959,0.74617
5438,0.5,0.2,0.3,3.02506,0.91153,1.26215
3277,0.35,0.7,0.01,0.14355,1.16255,1.89892
7565,0.6,0.5,0.3,0.76238,1.1215,1.20716
14484,1.4,0.7,0.01,2.24792,0.83045,0.90706
1503,0.25,0.7,0.05,1.79984,1.63574,1.65433
14258,1.4,0.4,0.2,2.99564,0.99089,0.98365
16154,1.7,0.2,0.05,0.7656,0.72029,0.79122
13688,1.3,0.6,0.1,2.54976,0.94702,0.97612
14561,1.4,0.7,0.2,1.20155,0.79408,0.89649
9199,0.7,0.5,0.15,0.15615,1.11127,1.31082
13543,1.3,0.5,0.01,2.84974,0.99054,0.99906
18610,2.0,0.5,0.2,0.59957,0.70662,0.74716
12997,1.2,0.6,0.2,2.84516,1.09507,1.08597
15229,1.5,0.7,0.05,0.60176,0.85709,0.89917
6933,0.55,0.7,0.3,0.45352,1.20881,1.42908
10628,0.9,0.5,0.05,0.2961,1.1523,1.20771
13176,1.2,0.8,0.15,1.34618,0.91142,0.98199
18344,2.0,0.3,0.05,1.63849,0.51167,0.72081
15659,1.6,0.4,0.05,2.1025,0.70303,0.81688
17941,1.9,0.6,0.01,1.05417,0.61192,0.74569
4741,0.45,0.4,0.1,2.37994,1.06389,1.21488
11968,1.1,0.3,0.2,2.85624,1.08075,1.07646
11075,1.0,0.2,0.1,1.19409,1.0474,1.04611
13364,1.3,0.3,0.1,1.2045,0.81833,0.91177
9663,0.8,0.3,0.01,0.46046,1.02737,1.11876
10955,0.9,0.8,0.05,2.10364,1.14466,1.15771
7722,0.6,0.7,0.01,2.23835,1.19907,1.28641
6518,0.55,0.4,0.15,1.22171,1.13595,1.15394
7062,0.55,0.8,0.3,0.90908,1.31455,1.35542
2033,0.3,0.4,0.05,2.54974,1.01282,1.29499
11326,1.0,0.4,0.2,1.0498,1.08622,1.07548
14195,1.4,0.4,0.05,2.99564,0.9759,0.97784
1689,0.25,0.8,0.2,1.3471,1.70606,1.69213
2123,0.3,0.5,0.01,0.28954,0.94826,1.48965
4526,0.45,0.2,0.3,1.67901,1.10928,1.09951
6443,0.55,0.3,0.3,2.56472,0.99067,1.15272
14360,1.4,0.5,0.2,2.54901,0.89356,0.91986
16679,1.7,0.7,0.1,0.74489,0.75316,0.82
11234,1.0,0.3,0.2,2.99139,1.17982,1.17108
419,0.2,0.5,0.15,3.00527,0.79763,1.61593
4486,0.45,0.2,0.15,1.97755,1.06861,1.10176
8192,0.65,0.3,0.3,0.27301,1.00466,1.19663
6401,0.55,0.3,0.15,2.56472,0.97828,1.15282
12914,1.2,0.6,0.01,2.99743,1.1312,1.13295
16362,1.7,0.4,0.1,0.45293,0.79509,0.82011
2858,0.35,0.3,0.2,0.27537,0.83434,1.25874
14200,1.4,0.4,0.1,0.60469,0.86994,0.906
3059,0.35,0.5,0.05,2.10679,1.24355,1.326
18349,2.0,0.3,0.05,2.39804,0.65363,0.72585
15418,1.6,0.2,0.01,0.61123,0.7795,0.82439
18534,2.0,0.5,0.01,1.80682,0.52967,0.72113
586,0.2,0.6,0.3,2.84282,1.06375,1.73544
5228,0.45,0.8,0.05,2.98457,1.281,1.8639
1843,0.3,0.2,0.3,2.38732,0.97479,1.13696
18864,2.0,0.8,0.1,0.90265,0.6361,0.73911
5529,0.5,0.3,0.2,0.88185,1.04875,1.13933
7241,0.6,0.3,0.05,2.56987,0.98927,1.14959
4208,0.4,0.7,0.1,1.19285,1.36601,1.40204
3213,0.35,0.6,0.15,0.06192,1.05524,1.75688
6205,0.55,0.2,0.01,1.52492,1.08595,1.08634
8506,0.65,0.6,0.1,0.1381,1.1734,1.44079
14316,1.4,0.5,0.1,2.2519,0.82085,0.89324
10976,0.9,0.8,0.1,2.10364,1.14947,1.15826
5307,0.45,0.8,0.3,2.24888,1.38484,1.45346
14097,1.4,0.3,0.1,0.90773,0.80414,0.87884
2057,0.3,0.4,0.1,2.97775,0.84912,1.45703
7517,0.6,0.5,0.1,2.97791,1.07611,1.36909
3013,0.35,0.4,0.3,1.49574,1.25223,1.22583
5199,0.45,0.8,0.01,1.79073,1.33614,1.34906
16787,1.7,0.8,0.15,1.19941,0.65857,0.80322
13750,1.3,0.7,0.01,2.39482,0.91977,0.969
2897,0.35,0.3,0.3,3.04346,0.823,1.34534
14559,1.4,0.7,0.2,0.90492,0.84703,0.91093
15920,1.6,0.6,0.2,0.29655,0.90128,0.89985
16802,1.7,0.8,0.2,0.29746,0.89879,0.89382
94,0.2,0.2,0.2,1.48854,1.16216,1.1583
3723,0.4,0.3,0.15,0.92633,1.06613,1.16203
5422,0.5,0.2,0.3,0.62672,0.96196,1.12678
5096,0.45,0.7,0.05,2.08923,1.30605,1.37769
8300,0.65,0.4,0.2,0.75204,1.0644,1.15548
1339,0.25,0.5,0.3,2.4111,1.23248,1.4395
16767,1.7,0.8,0.1,1.3465,0.62686,0.79532
16981,1.8,0.3,0.1,1.94966,0.6078,0.76133
12944,1.2,0.6,0.1,1.20021,0.90755,0.97669
6726,0.55,0.6,0.05,0.91352,1.18115,1.27247
10407,0.9,0.3,0.01,1.80458,1.05031,1.05299
9425,0.7,0.7,0.15,2.55142,1.17091,1.29239
342,0.2,0.5,0.01,0.9027,1.33985,1.50292
9454,0.7,0.8,0.01,0.60304,1.19341,1.32699
18575,2.0,0.5,0.1,1.64379,0.51583,0.72437
8888,0.7,0.2,0.1,0.74542,1.00329,1.08608
10112,0.8,0.7,0.05,1.65354,1.1319,1.13137
16758,1.7,0.8,0.1,0.00963,0.93069,0.92611
5772,0.5,0.5,0.15,2.72586,1.03573,1.3167
18840,2.0,0.8,0.05,0.44609,0.74506,0.77265
3042,0.35,0.5,0.01,2.69221,1.01279,1.38236
15136,1.5,0.6,0.05,2.40183,0.81513,0.87582
5698,0.5,0.5,0.01,1.03934,1.16652,1.23058
2832,0.35,0.3,0.1,2.7058,0.88048,1.20939
2719,0.35,0.2,0.2,1.4807,1.11949,1.11595
2440,0.3,0.7,0.15,0.60186,1.32818,1.67332
5001,0.45,0.6,0.15,0.42926,1.10443,1.43359
17177,1.8,0.5,0.05,2.99583,0.85189,0.85437
11769,1.1,0.2,0.01,1.33472,0.94538,0.98868
11179,1.0,0.3,0.1,1.05082,1.06201,1.06004
9324,0.7,0.6,0.2,0.01131,1.24201,1.46241
11149,1.0,0.3,0.01,2.852,1.129,1.12898
9397,0.7,0.7,0.1,1.49836,1.17532,1.17102
13855,1.3,0.8,0.01,2.39906,0.93325,0.98267
